timestamp,icu_unit,beds_total,beds_occupied,beds_available,ventilators_total,ventilators_in_use,nursing_staff_present,nursing_staff_required,critical_patients,stable_patients,utilization_rate
2024-05-10 03:00:00,ICU-Neonatal,3,2,1,2,1,1,1,1,1,0.6667
2024-05-10 03:00:00,ICU-Trauma,6,4,2,5,3,1,2,2,2,0.6667
2024-05-10 05:00:00,ICU-General,8,6,2,6,4,2,3,2,4,0.75
2024-05-10 05:00:00,ICU-Cardiac,5,4,1,4,2,2,2,1,3,0.8
2024-05-10 05:00:00,ICU-Pediatric,4,3,1,3,1,1,1,1,2,0.75
2024-05-10 05:00:00,ICU-Neonatal,3,2,1,2,1,1,1,1,1,0.6667
2024-05-10 05:00:00,ICU-Trauma,6,4,2,5,2,2,2,1,3,0.6667
2024-05-10 07:00:00,ICU-General,8,6,2,6,3,2,3,3,3,0.75
2024-05-10 07:00:00,ICU-Cardiac,5,4,1,4,2,2,2,2,2,0.8
2024-05-10 07:00:00,ICU-Pediatric,4,3,1,3,2,1,1,1,2,0.75
2024-05-10 07:00:00,ICU-Neonatal,3,2,1,2,1,1,1,0,2,0.6667
2024-05-10 07:00:00,ICU-Trauma,6,4,2,5,3,2,2,2,2,0.6667
2024-05-10 09:00:00,ICU-General,8,6,2,6,4,3,3,2,4,0.75
2024-05-10 09:00:00,ICU-Cardiac,5,4,1,4,2,2,2,2,2,0.8
2024-05-10 09:00:00,ICU-Pediatric,4,3,1,3,2,1,1,1,2,0.75
2024-05-10 09:00:00,ICU-Neonatal,3,2,1,2,1,1,1,0,2,0.6667
2024-05-10 09:00:00,ICU-Trauma,6,4,2,5,3,1,2,1,3,0.6667
2024-05-10 11:00:00,ICU-General,8,6,2,6,3,2,3,3,3,0.75
2024-05-10 11:00:00,ICU-Cardiac,5,4,1,4,2,1,2,2,2,0.8
2024-05-10 11:00:00,ICU-Pediatric,4,3,1,3,2,1,1,1,2,0.75
2024-05-10 11:00:00,ICU-Neonatal,3,2,1,2,1,1,1,0,2,0.6667
2024-05-10 11:00:00,ICU-Trauma,6,4,2,5,2,2,2,2,2,0.6667
2024-05-10 13:00:00,ICU-General,8,6,2,6,3,2,3,2,4,0.75
2024-05-10 13:00:00,ICU-Cardiac,5,4,1,4,3,1,2,1,3,0.8
2024-05-10 13:00:00,ICU-Pediatric,4,3,1,3,1,1,1,1,2,0.75
2024-05-10 13:00:00,ICU-Neonatal,3,2,1,2,1,1,1,0,2,0.6667
2024-05-10 13:00:00,ICU-Trauma,6,5,1,5,3,2,2,2,3,0.8333
2024-05-10 15:00:00,ICU-General,8,6,2,6,3,2,3,3,3,0.75
2024-05-10 15:00:00,ICU-Cardiac,5,4,1,4,3,2,2,2,2,0.8
2024-05-10 15:00:00,ICU-Pediatric,4,3,1,3,1,1,1,2,1,0.75
2024-05-10 15:00:00,ICU-Neonatal,3,2,1,2,1,1,1,1,1,0.6667
2024-05-10 15:00:00,ICU-Trauma,6,4,2,5,3,2,2,2,2,0.6667
2024-05-10 17:00:00,ICU-General,8,6,2,6,4,2,3,2,4,0.75
2024-05-10 17:00:00,ICU-Cardiac,5,4,1,4,2,1,2,1,3,0.8
2024-05-10 17:00:00,ICU-Pediatric,4,3,1,3,1,1,1,1,2,0.75
2024-05-10 17:00:00,ICU-Neonatal,3,2,1,2,1,1,1,1,1,0.6667
2024-05-10 17:00:00,ICU-Trauma,6,4,2,5,2,2,2,1,3,0.6667
2024-05-10 19:00:00,ICU-General,8,6,2,6,4,3,3,3,3,0.75
2024-05-10 19:00:00,ICU-Cardiac,5,4,1,4,3,1,2,2,2,0.8
2024-05-10 19:00:00,ICU-Pediatric,4,3,1,3,2,1,1,1,2,0.75
2024-05-10 19:00:00,ICU-Neonatal,3,2,1,2,1,1,1,1,1,0.6667
2024-05-10 19:00:00,ICU-Trauma,6,4,2,5,3,1,2,2,2,0.6667
2024-05-10 21:00:00,ICU-General,8,6,2,6,3,3,3,4,2,0.75
2024-05-10 21:00:00,ICU-Cardiac,5,4,1,4,2,1,2,1,3,0.8
2024-05-10 21:00:00,ICU-Pediatric,4,3,1,3,2,1,1,2,1,0.75
2024-05-10 21:00:00,ICU-Neonatal,3,2,1,2,1,1,1,1,1,0.6667
2024-05-10 21:00:00,ICU-Trauma,6,4,2,5,3,1,2,2,2,0.6667
2024-05-10 23:00:00,ICU-General,8,6,2,6,4,2,3,3,3,0.75
2024-05-10 23:00:00,ICU-Cardiac,5,4,1,4,2,1,2,2,2,0.8
2024-05-10 23:00:00,ICU-Pediatric,4,3,1,3,1,1,1,2,1,0.75
2024-05-10 23:00:00,ICU-Neonatal,3,2,1,2,1,1,1,0,2,0.6667
2024-05-10 23:00:00,ICU-Trauma,6,5,1,5,3,1,2,3,2,0.8333
2024-05-11 01:00:00,ICU-General,8,6,2,6,4,2,3,3,3,0.75
2024-05-11 01:00:00,ICU-Cardiac,5,4,1,4,2,1,2,2,2,0.8
2024-05-11 01:00:00,ICU-Pediatric,4,3,1,3,2,1,1,1,2,0.75
2024-05-11 01:00:00,ICU-Neonatal,3,2,1,2,1,1,1,1,1,0.6667
2024-05-11 01:00:00,ICU-Trauma,6,4,2,5,3,2,2,1,3,0.6667
2024-05-11 03:00:00,ICU-General,8,6,2,6,4,2,3,3,3,0.75
2024-05-11 03:00:00,ICU-Cardiac,5,4,1,4,2,1,2,1,3,0.8
2024-05-11 03:00:00,ICU-Pediatric,4,3,1,3,2,1,1,1,2,0.75
2024-05-11 03:00:00,ICU-Neonatal,3,2,1,2,1,1,1,1,1,0.6667
2024-05-11 03:00:00,ICU-Trauma,6,4,2,5,3,1,2,2,2,0.6667
2024-05-11 05:00:00,ICU-General,8,7,1,6,4,2,3,3,4,0.875
2024-05-11 05:00:00,ICU-Cardiac,5,4,1,4,2,1,2,2,2,0.8
2024-05-11 05:00:00,ICU-Pediatric,4,3,1,3,2,1,1,1,2,0.75
2024-05-11 05:00:00,ICU-Neonatal,3,3,0,2,1,1,1,1,2,1.0
2024-05-11 05:00:00,ICU-Trauma,6,5,1,5,3,1,2,2,3,0.8333
2024-05-11 07:00:00,ICU-General,8,6,2,6,3,2,3,3,3,0.75
2024-05-11 07:00:00,ICU-Cardiac,5,4,1,4,3,1,2,2,2,0.8
2024-05-11 07:00:00,ICU-Pediatric,4,3,1,3,2,1,1,1,2,0.75
2024-05-11 07:00:00,ICU-Neonatal,3,2,1,2,1,1,1,0,2,0.6667
2024-05-11 07:00:00,ICU-Trauma,6,5,1,5,4,1,2,2,3,0.8333
2024-05-11 09:00:00,ICU-General,8,6,2,6,3,2,3,2,4,0.75
2024-05-11 09:00:00,ICU-Cardiac,5,4,1,4,2,1,2,1,3,0.8
2024-05-11 09:00:00,ICU-Pediatric,4,3,1,3,2,1,1,1,2,0.75
2024-05-11 09:00:00,ICU-Neonatal,3,2,1,2,1,1,1,0,2,0.6667
2024-05-11 09:00:00,ICU-Trauma,6,4,2,5,2,1,2,1,3,0.6667
2024-05-11 11:00:00,ICU-General,8,6,2,6,3,2,3,3,3,0.75
2024-05-11 11:00:00,ICU-Cardiac,5,4,1,4,3,2,2,2,2,0.8
2024-05-11 11:00:00,ICU-Pediatric,4,3,1,3,2,1,1,1,2,0.75
2024-05-11 11:00:00,ICU-Neonatal,3,2,1,2,1,1,1,0,2,0.6667
2024-05-11 11:00:00,ICU-Trauma,6,5,1,5,3,2,2,3,2,0.8333
2024-05-11 13:00:00,ICU-General,8,7,1,6,4,2,3,4,3,0.875
2024-05-11 13:00:00,ICU-Cardiac,5,4,1,4,3,1,2,2,2,0.8
2024-05-11 13:00:00,ICU-Pediatric,4,3,1,3,2,1,1,1,2,0.75
2024-05-11 13:00:00,ICU-Neonatal,3,2,1,2,1,1,1,1,1,0.6667
2024-05-11 13:00:00,ICU-Trauma,6,5,1,5,3,1,2,2,3,0.8333
2024-05-11 15:00:00,ICU-General,8,6,2,6,4,3,3,3,3,0.75
2024-05-11 15:00:00,ICU-Cardiac,5,4,1,4,2,2,2,2,2,0.8
2024-05-11 15:00:00,ICU-Pediatric,4,3,1,3,2,1,1,1,2,0.75
2024-05-11 15:00:00,ICU-Neonatal,3,2,1,2,1,1,1,0,2,0.6667
2024-05-11 15:00:00,ICU-Trauma,6,5,1,5,3,2,2,3,2,0.8333
2024-05-11 17:00:00,ICU-General,8,7,1,6,4,3,3,4,3,0.875
2024-05-11 17:00:00,ICU-Cardiac,5,4,1,4,3,1,2,2,2,0.8
2024-05-11 17:00:00,ICU-Pediatric,4,3,1,3,2,1,1,1,2,0.75
2024-05-11 17:00:00,ICU-Neonatal,3,2,1,2,1,1,1,1,1,0.6667
2024-05-11 17:00:00,ICU-Trauma,6,5,1,5,3,2,2,3,2,0.8333
2024-05-11 19:00:00,ICU-General,8,6,2,6,4,2,3,3,3,0.75
2024-05-11 19:00:00,ICU-Cardiac,5,4,1,4,2,1,2,1,3,0.8
2024-05-11 19:00:00,ICU-Pediatric,4,3,1,3,2,1,1,1,2,0.75
2024-05-11 19:00:00,ICU-Neonatal,3,2,1,2,1,1,1,0,2,0.6667
2024-05-11 19:00:00,ICU-Trauma,6,5,1,5,3,1,2,3,2,0.8333
2024-05-11 21:00:00,ICU-General,8,6,2,6,4,2,3,3,3,0.75
2024-05-11 21:00:00,ICU-Cardiac,5,4,1,4,3,1,2,2,2,0.8
2024-05-11 21:00:00,ICU-Pediatric,4,3,1,3,2,1,1,1,2,0.75
2024-05-11 21:00:00,ICU-Neonatal,3,2,1,2,1,1,1,1,1,0.6667
2024-05-11 21:00:00,ICU-Trauma,6,5,1,5,3,1,2,3,2,0.8333
2024-05-11 23:00:00,ICU-General,8,7,1,6,4,2,3,3,4,0.875
2024-05-11 23:00:00,ICU-Cardiac,5,4,1,4,2,2,2,1,3,0.8
2024-05-11 23:00:00,ICU-Pediatric,4,3,1,3,2,1,1,1,2,0.75
2024-05-11 23:00:00,ICU-Neonatal,3,3,0,2,1,1,1,1,2,1.0
2024-05-11 23:00:00,ICU-Trauma,6,5,1,5,3,1,2,2,3,0.8333
2024-05-12 01:00:00,ICU-General,8,7,1,6,4,3,3,4,3,0.875
2024-05-12 01:00:00,ICU-Cardiac,5,4,1,4,2,1,2,2,2,0.8
2024-05-12 01:00:00,ICU-Pediatric,4,3,1,3,2,1,1,1,2,0.75
2024-05-12 01:00:00,ICU-Neonatal,3,3,0,2,1,1,1,1,2,1.0
2024-05-12 01:00:00,ICU-Trauma,6,5,1,5,3,1,2,2,3,0.8333
2024-05-12 03:00:00,ICU-General,8,6,2,6,3,2,3,3,3,0.75
2024-05-12 03:00:00,ICU-Cardiac,5,4,1,4,2,2,2,2,2,0.8
2024-05-12 03:00:00,ICU-Pediatric,4,3,1,3,2,1,1,1,2,0.75
2024-05-12 03:00:00,ICU-Neonatal,3,3,0,2,1,1,1,1,2,1.0
2024-05-12 03:00:00,ICU-Trauma,6,5,1,5,3,2,2,2,3,0.8333
2024-05-12 05:00:00,ICU-General,8,7,1,6,4,2,3,4,3,0.875
2024-05-12 05:00:00,ICU-Cardiac,5,4,1,4,2,2,2,2,2,0.8
2024-05-12 05:00:00,ICU-Pediatric,4,4,0,3,2,1,2,2,2,1.0
2024-05-12 05:00:00,ICU-Neonatal,3,2,1,2,1,1,1,1,1,0.6667
2024-05-12 05:00:00,ICU-Trauma,6,5,1,5,4,1,2,2,3,0.8333
2024-05-12 07:00:00,ICU-General,8,6,2,6,3,2,3,2,4,0.75
2024-05-12 07:00:00,ICU-Cardiac,5,5,0,4,3,1,2,2,3,1.0
2024-05-12 07:00:00,ICU-Pediatric,4,3,1,3,2,1,1,1,2,0.75
2024-05-12 07:00:00,ICU-Neonatal,3,2,1,2,1,1,1,0,2,0.6667
2024-05-12 07:00:00,ICU-Trauma,6,5,1,5,3,2,2,2,3,0.8333
2024-05-12 09:00:00,ICU-General,8,7,1,6,4,3,3,2,5,0.875
2024-05-12 09:00:00,ICU-Cardiac,5,4,1,4,2,1,2,1,3,0.8
2024-05-12 09:00:00,ICU-Pediatric,4,4,0,3,2,1,2,2,2,1.0
2024-05-12 09:00:00,ICU-Neonatal,3,3,0,2,1,1,1,1,2,1.0
2024-05-12 09:00:00,ICU-Trauma,6,5,1,5,3,1,2,2,3,0.8333
2024-05-12 11:00:00,ICU-General,8,7,1,6,4,2,3,4,3,0.875
2024-05-12 11:00:00,ICU-Cardiac,5,4,1,4,3,1,2,2,2,0.8
2024-05-12 11:00:00,ICU-Pediatric,4,4,0,3,2,2,2,2,2,1.0
2024-05-12 11:00:00,ICU-Neonatal,3,2,1,2,1,1,1,1,1,0.6667
2024-05-12 11:00:00,ICU-Trauma,6,5,1,5,3,2,2,2,3,0.8333
2024-05-12 13:00:00,ICU-General,8,6,2,6,4,2,3,3,3,0.75
2024-05-12 13:00:00,ICU-Cardiac,5,4,1,4,3,1,2,1,3,0.8
2024-05-12 13:00:00,ICU-Pediatric,4,4,0,3,2,1,2,1,3,1.0
2024-05-12 13:00:00,ICU-Neonatal,3,3,0,2,1,1,1,1,2,1.0
2024-05-12 13:00:00,ICU-Trauma,6,5,1,5,3,1,2,2,3,0.8333
2024-05-12 15:00:00,ICU-General,8,7,1,6,3,2,3,4,3,0.875
2024-05-12 15:00:00,ICU-Cardiac,5,5,0,4,3,2,2,2,3,1.0
2024-05-12 15:00:00,ICU-Pediatric,4,4,0,3,2,2,2,1,3,1.0
2024-05-12 15:00:00,ICU-Neonatal,3,3,0,2,1,1,1,2,1,1.0
2024-05-12 15:00:00,ICU-Trauma,6,5,1,5,3,1,2,2,3,0.8333
2024-05-12 17:00:00,ICU-General,8,8,0,6,4,3,4,4,4,1.0
2024-05-12 17:00:00,ICU-Cardiac,5,4,1,4,3,1,2,2,2,0.8
2024-05-12 17:00:00,ICU-Pediatric,4,3,1,3,2,1,1,1,2,0.75
2024-05-12 17:00:00,ICU-Neonatal,3,3,0,2,1,1,1,1,2,1.0
2024-05-12 17:00:00,ICU-Trauma,6,5,1,5,3,1,2,3,2,0.8333
2024-05-12 19:00:00,ICU-General,8,8,0,6,4,4,4,5,3,1.0
2024-05-12 19:00:00,ICU-Cardiac,5,4,1,4,3,2,2,1,3,0.8
2024-05-12 19:00:00,ICU-Pediatric,4,4,0,3,2,2,2,2,2,1.0
2024-05-12 19:00:00,ICU-Neonatal,3,3,0,2,1,1,1,1,2,1.0
2024-05-12 19:00:00,ICU-Trauma,6,5,1,5,3,1,2,2,3,0.8333
2024-05-12 21:00:00,ICU-General,8,8,0,6,4,4,4,5,3,1.0
2024-05-12 21:00:00,ICU-Cardiac,5,5,0,4,3,1,2,3,2,1.0
2024-05-12 21:00:00,ICU-Pediatric,4,3,1,3,2,1,1,1,2,0.75
2024-05-12 21:00:00,ICU-Neonatal,3,3,0,2,1,1,1,1,2,1.0
2024-05-12 21:00:00,ICU-Trauma,6,5,1,5,3,1,2,3,2,0.8333
2024-05-12 23:00:00,ICU-General,8,7,1,6,4,2,3,3,4,0.875
2024-05-12 23:00:00,ICU-Cardiac,5,5,0,4,3,2,2,2,3,1.0
2024-05-12 23:00:00,ICU-Pediatric,4,3,1,3,2,1,1,1,2,0.75
2024-05-12 23:00:00,ICU-Neonatal,3,3,0,2,1,1,1,1,2,1.0
2024-05-12 23:00:00,ICU-Trauma,6,6,0,5,4,2,3,3,3,1.0
2024-05-13 01:00:00,ICU-General,8,7,1,6,4,2,3,4,3,0.875
2024-05-13 01:00:00,ICU-Cardiac,5,4,1,4,3,2,2,2,2,0.8
2024-05-13 01:00:00,ICU-Pediatric,4,3,1,3,2,1,1,1,2,0.75
2024-05-13 01:00:00,ICU-Neonatal,3,3,0,2,1,1,1,1,2,1.0
2024-05-13 01:00:00,ICU-Trauma,6,5,1,5,3,2,2,2,3,0.8333
2024-05-13 03:00:00,ICU-General,8,7,1,6,4,3,3,4,3,0.875
2024-05-13 03:00:00,ICU-Cardiac,5,5,0,4,3,1,2,2,3,1.0
2024-05-13 03:00:00,ICU-Pediatric,4,4,0,3,2,1,2,2,2,1.0
2024-05-13 03:00:00,ICU-Neonatal,3,3,0,2,2,1,1,1,2,1.0
2024-05-13 03:00:00,ICU-Trauma,6,6,0,5,4,3,3,4,2,1.0
2024-05-13 05:00:00,ICU-General,8,7,1,6,4,2,3,3,4,0.875
2024-05-13 05:00:00,ICU-Cardiac,5,5,0,4,3,2,2,3,2,1.0
2024-05-13 05:00:00,ICU-Pediatric,4,4,0,3,2,1,2,2,2,1.0
2024-05-13 05:00:00,ICU-Neonatal,3,3,0,2,1,1,1,1,2,1.0
2024-05-13 05:00:00,ICU-Trauma,6,5,1,5,3,1,2,3,2,0.8333
2024-05-13 07:00:00,ICU-General,8,7,1,6,4,2,3,4,3,0.875
2024-05-13 07:00:00,ICU-Cardiac,5,5,0,4,3,1,2,2,3,1.0
2024-05-13 07:00:00,ICU-Pediatric,4,4,0,3,2,1,2,2,2,1.0
2024-05-13 07:00:00,ICU-Neonatal,3,3,0,2,1,1,1,1,2,1.0
2024-05-13 07:00:00,ICU-Trauma,6,5,1,5,4,1,2,2,3,0.8333
2024-05-13 09:00:00,ICU-General,8,7,1,6,4,2,3,3,4,0.875
2024-05-13 09:00:00,ICU-Cardiac,5,5,0,4,3,1,2,3,2,1.0
2024-05-13 09:00:00,ICU-Pediatric,4,4,0,3,2,2,2,1,3,1.0
2024-05-13 09:00:00,ICU-Neonatal,3,3,0,2,1,1,1,1,2,1.0
2024-05-13 09:00:00,ICU-Trauma,6,6,0,5,4,3,3,3,3,1.0
2024-05-13 11:00:00,ICU-General,8,7,1,6,4,2,3,3,4,0.875
2024-05-13 11:00:00,ICU-Cardiac,5,4,1,4,3,1,2,2,2,0.8
2024-05-13 11:00:00,ICU-Pediatric,4,4,0,3,2,1,2,1,3,1.0
2024-05-13 11:00:00,ICU-Neonatal,3,3,0,2,1,1,1,1,2,1.0
2024-05-13 11:00:00,ICU-Trauma,6,6,0,5,4,2,3,3,3,1.0
2024-05-13 13:00:00,ICU-General,8,8,0,6,4,3,4,5,3,1.0
2024-05-13 13:00:00,ICU-Cardiac,5,5,0,4,3,1,2,2,3,1.0
2024-05-13 13:00:00,ICU-Pediatric,4,4,0,3,2,1,2,2,2,1.0
2024-05-13 13:00:00,ICU-Neonatal,3,3,0,2,1,1,1,1,2,1.0
2024-05-13 13:00:00,ICU-Trauma,6,6,0,5,4,2,3,3,3,1.0
2024-05-13 15:00:00,ICU-General,8,7,1,6,4,2,3,3,4,0.875
2024-05-13 15:00:00,ICU-Cardiac,5,5,0,4,3,1,2,2,3,1.0
2024-05-13 15:00:00,ICU-Pediatric,4,4,0,3,2,1,2,2,2,1.0
2024-05-13 15:00:00,ICU-Neonatal,3,3,0,2,1,1,1,1,2,1.0
2024-05-13 15:00:00,ICU-Trauma,6,6,0,5,4,2,3,3,3,1.0
2024-05-13 17:00:00,ICU-General,8,8,0,6,4,3,4,5,3,1.0
2024-05-13 17:00:00,ICU-Cardiac,5,4,1,4,3,2,2,2,2,0.8
2024-05-13 17:00:00,ICU-Pediatric,4,4,0,3,2,1,2,1,3,1.0
2024-05-13 17:00:00,ICU-Neonatal,3,3,0,2,1,1,1,1,2,1.0
2024-05-13 17:00:00,ICU-Trauma,6,5,1,5,3,2,2,2,3,0.8333
2024-05-13 19:00:00,ICU-General,8,7,1,6,4,3,3,2,5,0.875
2024-05-13 19:00:00,ICU-Cardiac,5,5,0,4,3,2,2,3,2,1.0
2024-05-13 19:00:00,ICU-Pediatric,4,4,0,3,2,2,2,1,3,1.0
2024-05-13 19:00:00,ICU-Neonatal,3,3,0,2,1,1,1,1,2,1.0
2024-05-13 19:00:00,ICU-Trauma,6,5,1,5,4,1,2,2,3,0.8333
2024-05-13 21:00:00,ICU-General,8,8,0,6,5,3,4,5,3,1.0
2024-05-13 21:00:00,ICU-Cardiac,5,5,0,4,3,1,2,3,2,1.0
2024-05-13 21:00:00,ICU-Pediatric,4,4,0,3,2,1,2,2,2,1.0
2024-05-13 21:00:00,ICU-Neonatal,3,3,0,2,1,1,1,1,2,1.0
2024-05-13 21:00:00,ICU-Trauma,6,6,0,5,3,2,3,2,4,1.0
2024-05-13 23:00:00,ICU-General,8,7,1,6,4,3,3,3,4,0.875
2024-05-13 23:00:00,ICU-Cardiac,5,5,0,4,3,1,2,3,2,1.0
2024-05-13 23:00:00,ICU-Pediatric,4,3,1,3,2,1,1,1,2,0.75
2024-05-13 23:00:00,ICU-Neonatal,3,3,0,2,2,1,1,1,2,1.0
2024-05-13 23:00:00,ICU-Trauma,6,5,1,5,3,1,2,3,2,0.8333
2024-05-14 01:00:00,ICU-General,8,7,1,6,5,2,3,3,4,0.875
2024-05-14 01:00:00,ICU-Cardiac,5,5,0,4,3,2,2,2,3,1.0
2024-05-14 01:00:00,ICU-Pediatric,4,4,0,3,2,2,2,1,3,1.0
2024-05-14 01:00:00,ICU-Neonatal,3,3,0,2,1,1,1,1,2,1.0
2024-05-14 01:00:00,ICU-Trauma,6,6,0,5,4,3,3,2,4,1.0
2024-05-14 03:00:00,ICU-General,8,7,1,6,4,3,3,3,4,0.875
2024-05-14 03:00:00,ICU-Cardiac,5,5,0,4,3,1,2,2,3,1.0
2024-05-14 03:00:00,ICU-Pediatric,4,4,0,3,2,1,2,2,2,1.0
2024-05-14 03:00:00,ICU-Neonatal,3,3,0,2,1,1,1,1,2,1.0
2024-05-14 03:00:00,ICU-Trauma,6,5,1,5,3,1,2,2,3,0.8333
2024-05-14 05:00:00,ICU-General,8,7,1,6,4,3,3,3,4,0.875
2024-05-14 05:00:00,ICU-Cardiac,5,5,0,4,3,1,2,2,3,1.0
2024-05-14 05:00:00,ICU-Pediatric,4,4,0,3,2,2,2,2,2,1.0
2024-05-14 05:00:00,ICU-Neonatal,3,3,0,2,1,1,1,1,2,1.0
2024-05-14 05:00:00,ICU-Trauma,6,6,0,5,3,2,3,3,3,1.0
2024-05-14 07:00:00,ICU-General,8,8,0,6,4,3,4,4,4,1.0
2024-05-14 07:00:00,ICU-Cardiac,5,4,1,4,2,1,2,2,2,0.8
2024-05-14 07:00:00,ICU-Pediatric,4,4,0,3,2,2,2,2,2,1.0
2024-05-14 07:00:00,ICU-Neonatal,3,3,0,2,1,1,1,1,2,1.0
2024-05-14 07:00:00,ICU-Trauma,6,5,1,5,3,1,2,2,3,0.8333
2024-05-14 09:00:00,ICU-General,8,7,1,6,4,2,3,3,4,0.875
2024-05-14 09:00:00,ICU-Cardiac,5,5,0,4,3,1,2,2,3,1.0
2024-05-14 09:00:00,ICU-Pediatric,4,4,0,3,2,1,2,2,2,1.0
2024-05-14 09:00:00,ICU-Neonatal,3,3,0,2,1,1,1,2,1,1.0
2024-05-14 09:00:00,ICU-Trauma,6,6,0,5,4,2,3,3,3,1.0
2024-05-14 11:00:00,ICU-General,8,8,0,6,4,4,4,4,4,1.0
2024-05-14 11:00:00,ICU-Cardiac,5,5,0,4,3,1,2,2,3,1.0
2024-05-14 11:00:00,ICU-Pediatric,4,4,0,3,2,1,2,2,2,1.0
2024-05-14 11:00:00,ICU-Neonatal,3,3,0,2,1,1,1,1,2,1.0
2024-05-14 11:00:00,ICU-Trauma,6,6,0,5,3,3,3,2,4,1.0
2024-05-14 13:00:00,ICU-General,8,7,1,6,4,2,3,4,3,0.875
2024-05-14 13:00:00,ICU-Cardiac,5,5,0,4,3,1,2,2,3,1.0
2024-05-14 13:00:00,ICU-Pediatric,4,3,1,3,2,1,1,1,2,0.75
2024-05-14 13:00:00,ICU-Neonatal,3,2,1,2,1,1,1,1,1,0.6667
2024-05-14 13:00:00,ICU-Trauma,6,5,1,5,4,2,2,2,3,0.8333
2024-05-14 15:00:00,ICU-General,8,7,1,6,4,3,3,3,4,0.875
2024-05-14 15:00:00,ICU-Cardiac,5,5,0,4,3,1,2,2,3,1.0
2024-05-14 15:00:00,ICU-Pediatric,4,3,1,3,2,1,1,1,2,0.75
2024-05-14 15:00:00,ICU-Neonatal,3,3,0,2,1,1,1,1,2,1.0
2024-05-14 15:00:00,ICU-Trauma,6,5,1,5,4,1,2,3,2,0.8333
2024-05-14 17:00:00,ICU-General,8,7,1,6,4,3,3,2,5,0.875
2024-05-14 17:00:00,ICU-Cardiac,5,5,0,4,3,2,2,2,3,1.0
2024-05-14 17:00:00,ICU-Pediatric,4,4,0,3,2,1,2,2,2,1.0
2024-05-14 17:00:00,ICU-Neonatal,3,3,0,2,1,1,1,1,2,1.0
2024-05-14 17:00:00,ICU-Trauma,6,6,0,5,4,3,3,3,3,1.0
2024-05-14 19:00:00,ICU-General,8,7,1,6,4,2,3,4,3,0.875
2024-05-14 19:00:00,ICU-Cardiac,5,4,1,4,3,1,2,1,3,0.8
2024-05-14 19:00:00,ICU-Pediatric,4,4,0,3,2,2,2,1,3,1.0
2024-05-14 19:00:00,ICU-Neonatal,3,3,0,2,2,1,1,2,1,1.0
2024-05-14 19:00:00,ICU-Trauma,6,5,1,5,3,1,2,3,2,0.8333
2024-05-14 21:00:00,ICU-General,8,7,1,6,4,2,3,2,5,0.875
2024-05-14 21:00:00,ICU-Cardiac,5,4,1,4,2,2,2,2,2,0.8
2024-05-14 21:00:00,ICU-Pediatric,4,4,0,3,2,2,2,2,2,1.0
2024-05-14 21:00:00,ICU-Neonatal,3,3,0,2,1,1,1,1,2,1.0
2024-05-14 21:00:00,ICU-Trauma,6,6,0,5,4,2,3,2,4,1.0
2024-05-14 23:00:00,ICU-General,8,7,1,6,4,3,3,4,3,0.875
2024-05-14 23:00:00,ICU-Cardiac,5,5,0,4,3,1,2,2,3,1.0
2024-05-14 23:00:00,ICU-Pediatric,4,4,0,3,2,1,2,1,3,1.0
2024-05-14 23:00:00,ICU-Neonatal,3,3,0,2,1,1,1,2,1,1.0
2024-05-14 23:00:00,ICU-Trauma,6,5,1,5,3,1,2,3,2,0.8333
2024-05-15 01:00:00,ICU-General,8,7,1,6,4,3,3,3,4,0.875
2024-05-15 01:00:00,ICU-Cardiac,5,4,1,4,3,1,2,2,2,0.8
2024-05-15 01:00:00,ICU-Pediatric,4,3,1,3,2,1,1,2,1,0.75
2024-05-15 01:00:00,ICU-Neonatal,3,3,0,2,1,1,1,1,2,1.0
2024-05-15 01:00:00,ICU-Trauma,6,5,1,5,3,1,2,3,2,0.8333
2024-05-15 03:00:00,ICU-General,8,6,2,6,4,2,3,3,3,0.75
2024-05-15 03:00:00,ICU-Cardiac,5,4,1,4,3,2,2,2,2,0.8
2024-05-15 03:00:00,ICU-Pediatric,4,4,0,3,2,1,2,2,2,1.0
2024-05-15 03:00:00,ICU-Neonatal,3,3,0,2,1,1,1,1,2,1.0
2024-05-15 03:00:00,ICU-Trauma,6,5,1,5,4,2,2,3,2,0.8333
2024-05-15 05:00:00,ICU-General,8,7,1,6,3,2,3,4,3,0.875
2024-05-15 05:00:00,ICU-Cardiac,5,4,1,4,3,2,2,2,2,0.8
2024-05-15 05:00:00,ICU-Pediatric,4,3,1,3,2,1,1,1,2,0.75
2024-05-15 05:00:00,ICU-Neonatal,3,3,0,2,1,1,1,1,2,1.0
2024-05-15 05:00:00,ICU-Trauma,6,5,1,5,3,1,2,3,2,0.8333
2024-05-15 07:00:00,ICU-General,8,7,1,6,4,3,3,4,3,0.875
2024-05-15 07:00:00,ICU-Cardiac,5,4,1,4,2,2,2,2,2,0.8
2024-05-15 07:00:00,ICU-Pediatric,4,3,1,3,2,1,1,1,2,0.75
2024-05-15 07:00:00,ICU-Neonatal,3,3,0,2,1,1,1,1,2,1.0
2024-05-15 07:00:00,ICU-Trauma,6,5,1,5,3,1,2,2,3,0.8333
2024-05-15 09:00:00,ICU-General,8,7,1,6,4,2,3,4,3,0.875
2024-05-15 09:00:00,ICU-Cardiac,5,4,1,4,2,1,2,2,2,0.8
